Tweet		Sarcasm
So excited for school today		1
Crying baby...love that sound! Even bought the CD!		1
Really looking forward to being in wv basically all night.		1
I love it when my dog comes in covered in burs and covers me in them		1
How excited I am for school td		1
wow love being at school at 7 am		1
wow there's a lot of school spirit on my bus.....		1
This is beautiful weather!		1
Living in the middle of a construction zone is really great for getting serious reading done.		1
Another day in paradise		1
The fact that my car won't start is a fucking perfect start to my Monday		1
Good way to start off the morning😕		1
wow thanks alarm clock for not waking me up		1
North Korea has a ski resort, yeah I'm going		1
I'm just really surprised that after going 13-14 in September, they couldn't just turn it back on for the playoffs.		1
Such beautiful weather! 🌞		1
So happy that it's cold as ( . )( . ) this lovely Monday morning		1
three languages doesn't work. let's try seven. :|		1
Dark and rainy Mondays really make me wanna get out of bed and go to work...		1
If they're quick enough Holland &amp; France could make sure plays in their leagues so he could play for their national teams!		1
Oh no, it's cool alarm clock, I didn't want to stay locked in the warmth of my bed covers anymore anyway. I'd much rather freeze.		1
Good thing I didn't even open my backpack.		1
Rainy Mondays see the best way to start the week		1
I love picking up shards of glass in the driveway.		1
Wow, who else is excited as me to go to school today		1
2 &amp; A half hours of sleep.... I feel wonderful.....		1
I've just been sleeping sooo amazing lately!		1
Well, this morning I go to the dentist and get my tooth drilled. is there a better way of spending my morning or what?		1
Not sleeping is the best		1
I love cold showers with no water pressure. Perfect start to the day!		1
So bored, lonley and waiting for a lecture in a subject I didn't even come here to study		1
Great day to take my driving test		1
Almost missing the bus. What a great way to start the week.		1
What a nice way to wake up. haha.		1
Just got my allowance.... $10		1
Super excited for my dance practicle this afternoon		1
great way to start a Monday..		1
Freaking out my wipers are broken and its downpouring &amp;&amp; I neeed to get to workkk!!!		1
Yep. It's gonna be a great week.		1
working 8-5 + school while running on 5 1/2 hours of sleep is my favorite.		1
awesome start to an awesome day😆		1
good thing i woke up earlier than my alarm...		1
Ready for this ten hour shift.		1
Orthodontist appointments are always fun....		1
I just love how my medicine makes me shake like a freaking chihuahua		1
Sooooo tired.... now I have to go to this like 3 hour meeting, yay....		1
Sarah just goes "Jayla, you do you and imma do me" wtf		1
Great so 2 doctors now don't know why my leg has swollen and why I'm in pain, now awaiting an x ray and MRI		1
You gotta love the fact that my Statistics professor always starts her 8am class early...		1
Great way to start the week		1
Love the sorority girls who think camo and browning is "cute" what a true redneck		1
SF hospital, my fav place to be.		1
I love having gym with freshmen		1
Wow today is going to be fantastic!		1
Happy fall break!		1
well that was a great start to this ugly Monday morning...		1
Thanks for showing me how much you care		1
Oh how I've missed work...		1
I think I'm beginning to love my 8:30 Monday morning philosophy lecture		1
Constant ringing and echoes in my right ear. This is fun!		1
nothing like being in court all day when you feel sick as fuck		1
Don't you just love it when your alarm doesn't go off		1
Love coming home to find the electric has gone off! 😡		1
It just keeps getting better		1
I should've just gone back to bed this morning...		1
Quality musical guest choice		1
It's raining and Monday.		1
You know it's gonna be a great week when you start it out in traffic on 35.......................		1
Well, now that I'm fully rested on my 4 hours of sleep, I'm soooo ready for today....		1
Love The Way You Lie..... :)))		1
This weather is awesome!		1
Great way to start the week!		1
Great start to the week		1
Whitney thinks this is serious shit		1
I did want to come to school and take the ACT plan test.		1
The vain in my forehead that shows up in every photo is so attractive !!		1
I cant wait to take this mid term.		1
Y'all's best bet would be to not even look at me today		1
I want my hair like that		1
good choice by me to wear shorts and flip flops today ☔️☁️👍		1
I'm loving my hair right now.		1
Customer service week at work yay!		1
Well this day's off the a great start.		1
A fleece jacket, yoga pants, and combat boots....yea that's cute.....		1
Yay for a tornado watch and ill be in the city until 530 tonight		1
Nothing better than you yelling at me to answer your question &amp; then asking someone else because you didn't believe me		1
I love being late for class and getting all those awkward stares as I walk in.		1
I love getting up this early!		1
Great start to the day.		1
Hey thanks for going out of your way for me. Appreciate it.		1
Is it raining at Jmu? I can't tell because I haven't read any tweets about the weather today		1
So excited to go to this classical music concert 🎻🎺🎸🎷		1
I can already tell today is going to be a good day :))))		1
Damn, learning what my GPA is was a really great way to start my day		1
Well today didn't take looooooong...		1
I love not being included.		1
Three hour gap ftw!		1
Love that I'm going to have a test on my birthday. Like thank you Dr. Hardegree for making me excited for Friday...		1
The TL/C is straight bumpin' rn.		1
Wow thank god the postponed class change by five minutes! The rain reallllly slowed down!		1
thought i was ready for this cold weather. .		1
There's nothing quite like waking up in the morning to rain pouring through your window &amp; getting all of your shit wet		1
Pretty safe to say that everyone from maple ridge is going to be pissed all day...		1
Love sitting in the lounge		1
Funday Monday- brakes going out on my car so I get to be car-less today, yay!		1
Another day of classes with the added joy of rain		1
Oh how I love the doctors		1
Hackettstown police just gave a Till 5. awesome. Ive always wanted to die while sitting through class.		1
I love when the girl in the Afro sits in front of me and I can't see the board in class.		1
Loving every minute of it cause you make me feel soo alive		1
Totally looking forward to doing the 6k race tomorrow..		1
I'm hungry and I can't see anything today's gonna be great		1
Clay Matthews broke his thumb. That's just great.		1
I love being up this early to babysit.		1
Looking at pictures of amputations and lacerations was sure the way I wanted to start my morning.		1
hospitals either need to make longer blankets or I'm just way too tall...		1
tou toda loca e alterada, mas vai tocar daqui a 10min.............yey i'm happy		1
Nothing like starting off the week by getting a physics exan back		1
A Monday of 4 back to back classes in different locations with pouring rain.		1
I really enjoy it when I see people wearing my clothes. Especially when I have been looking for them.		1
What a FANTASTIC start to my monday morning		1
Carrying a school bag and a track bag on public transit is so easy!		1
Back in the office after a week long conference. Hooray for motivation		1
Yay I'm so happy to be at calculus right now!		1
Yeah love it when that happens! 😐		1
My stat TA has literally canceled our discussion 6 times... Good thing I understand what we're doing in class.		1
I may or may have not been the only dumbass without a jacket. I bet people just thought i'm really tough.		1
Happy Monday to you Kévinah. Great start to my week		1
I'm callin it, Jacksonville Jaguars will win the rest of there games this year!		1
This kid is carrying a huge knife and showing us he has it...		1
Going to the orthodontist		1
I guess when you make the rules... anything is legal.		1
Holy gawd.. I finally got the bug that's been going around. I feel like CRAP. Woo for not being able to miss college!		1
I wish I could be one of those people who could say "happy Monday, but I doubt that will ever happen in this lifetime.		1
Wow I did not see that peter laviolette firing coming		1
NY is under a tornado watch till 5pm that's awesome		1
Thinking of becoming the school mascot:"D		1
I love classes with underclassmen because they totally aren't obnoxious.		1
and best boyfriend award goes to....		1
My favorite thing is waking up and fighting with you first thing...		1
Great news to find out during school👌		1
I know I'm awesome.		1
SHOUT TO EVERY ONE OF MY FRIENDS FOR ANSWERING MY EMERGENCY TEXTS. I NEEDED A RIDE BITCHES		1
This day just got better		1
I love waking up and having no good morning texts...		1
Well this isn't going to go well....		1
No LeConte for 2 weeks. I'm gonna miss that used bathroom smell it always had.		1
Gee I sure do enjoy it when the power goes out in the middle of me getting ready for work.		1
Lol you not happy so u want everyone like u		1
What great news to start off my Monday..		1
Such a lovely way to start a Monday ☔️⛅️⚡️		1
I just love mould.		1
What a great way to start the week		1
This suit is black		1
“Sarcasm improves self confidence. People with a sarcastic personality are also found to be happier, healthier and live longer.”		1
i've had a really productive day		1
Wow what a great start to the day.		1
I just love staying up all night for a quiz and then the professor not giving it to is.		1
It is the beginning of		1
copier training was intense.		1
Another fun filled week of school		1
Glad to know my friends are there for me		1
I love sitting in the hospital all day and having a nurse that can't accommodate to one simple request		1
Keep yelling OCD Girl its really funny		1
I love being here...		1
So far, midterms week is off to a FANTASTIC start!		1
Shower then class -_- I'm happy		1
Off for a 4 hour stock take shift☺👌		1
Can i just go home and sleep? I dont want to be here..		1
It makes me so happy that everybody else can be happy.		1
Love the hold music for student finance		1
Wow I just really love walking through the rain to class today is great		1
I'm wondering if they can make it colder in this building		1
Impromptu speeches...yayyyy my favorite		1
It's gona be a lovely next 6 hrs of studying at the lib.		1
This weather is totally motivating.		1
Just love being sick 😷		1
Class is soooo interesting when the prof stands there and reads the slides as they come up		1
I have a week off but I'm stuck at home all day or working.		1
Well I'm glad I bombed that quiz. 😒		1
Ah ucas, a big warm welcome back into my life		1
Kid behind me in lecture just put a dip in during class. That's attractive...		1
If the government would just listen to the people on Facebook the problem would be solved.. right?		1
Nice to see you again, Monday!		1
I love when there are tornado watches. It.just makes my Monday.		1
All my diet consists of lately is red bull		1
Really paying attention today in psychology.		1
Feeling sorry for the bottom feeders		1
Learning about Microsoft Word in intro to comp		1
Great speaker! Just needs a tighter shirt....		1
Love spending the whole class period watching a movie on marriage...		1
When I get called a straight up slut in math.		1
This is gonna be a great day I can tell		1
Getting rained on at work made my day great.		1
well my tennis seasons over. now i have to sit at the courts all day and watch tennis		1
My favorite day of the week -,-		1
What a beautiful day with no rain ! Im extremely pumped that i just got called in....		1
Agh finally worked! I love our fast internet.		1
According to a young lad on the tram "insurance is gay". Quick, inform the press, the definition of gay has changed!		1
I love how unorganized my teacher is		1
And that was exactly what I needed this morning		1
Alabama consists of trees, highways, and very few buildings		1
Restless Leg Syndrome, Turkey Vulture Neckicitis, and Eye lash in eyephobia. All serious issues that have to be resolved.		1
went shopping for new clothes, came home with a pair of socks		1
Possibly working with the smartest people in the world		1
My life lately at school &lt;&lt;&lt;&lt;&lt; cantdoanything		1
I love how has only had game aired on a major network. 1		1
Two spanish presentations, one lesson plan including a workaheet, and reading at least 150 pages of a book.. should be a fun day		1
So bored. I have to write a paper over Obamacare/Government Shutdown..		1
Hair stuck in my facemask		1
Walking to class in the pouring rain.. &lt;&lt;&lt;&lt;&lt; great way to stay the day		1
just got my schedule set for the winter, looks like I'm working 5 days a week and taking 16 credits -_-		1
Yay for my phone being at home, AGAGIN today.		1
This weather makes Monday all that much better		1
Omg sweet I love it when the pain in my side comes back ♡♡♡ can't go a day without it		1
Happy Monday to me...		1
Wow you're hilarious for saying hi to the professor		1
Running for the train is such an attractive look		1
Love to hear the Dr say let's give you some shots.		1
Another day in paradise		1
I love sitting at discount to get my tires rotated		1
Im having fun at the dmv..		1
Ready for soc. Yay for gender socialization!		1
Nothing like having lunch with an annoying coworker to brighten my mood.		1
It makes me so happy		1
Yay, even more short staffed than the usual short staffed busiest day of the week.		1
The day I go back to sleep for a while &amp; actually wanna stay in bed. Is the day I have to be the most busiest. 1		1
On a role today		1
The music highland plays between classes&gt;&gt;&gt;		1
It's nice coming back to work and seeing no one has done their job, makes me so happy.		1
god I love morning lectures...		1
Love getting sick in the middle of bio		1
Quitting caffeine. Too this gonna be fun		1
It's lovely to be back in the office of constant complainers and doing a job where I'm constantly getting yelled at.		1
Well my test went excellent		1
Between the knot in my lower back and the migraine brought on by this monsoon I'd say I'm really gonna be productive studying today		1
I'm glaf that I left 90 degree weather for this		1
Can really do without having to go to the supermarket I'm knackered and achy and grumpy, so all in all good mood lol		1
You know what's great? Having to pay higher a higher tax percentage on sales items because I live in the capital		1
Proper love earrings that turns your ears green		1
I just love sleeping through a class 😑		1
I love it when there's boys on our floor in the hallway when i get out of the shower....		1
Why can't I be cool and have a 4 cylinder, piece of shit Honda. :(		1
Glad you do the same things that I do gor you		1
Is it raining? I have no idea because no one has been tweeting about it.		1
This JSU vs MVSU game should be interesting!		1
Mums got us signed up for the 10K already, three years in a row		1
Because that was necessary...		1
Hilarious I am crying		1
I love being sick		1
Yaay for sore throats!		1
That was a good way to start out my day		1
Ya getting in trouble for something I didn't do (BECAUSE I WAS 200 MILES AWAY) really makes for a good monday		1
My 500 word essay didnt save and I stepped in gum already and it's not even 10 yet, it's going to be a good day		1
I loved being ignored		1
My econ professor referenced the book The Road today in class. Now I know why I took AP Lit		1
Thanks for the invite xoxoxoxoxo		1
Nothing like spending 360$ on a new car mirror that some idiot hit while I was gone this weekend. People are so nice in this world...		1
it's good to know you care		1
Firedrills when it rains		1
Life couldn't be more exciting right now, I'm have way too much fun!		1
See ya it was nice knowing you!		1
Love visits to the dentist		1
Its awesome when u don't get a single text all day		1
The internet at rowan today is on point.		1
today's just getting better and better		1
What if I changed my title from "content strategist" to "content scientist"? Would that make me seem more experienced and hirable?		1
Who knew a high schooler can be so deep and philosophical.		1
I don't understand how people can just roll out of bed and go to class. I spend hours putting together my outfits everyday.		1
Wow you've got yourself a keeper👌😂		1
I think my favorite thing in the world is being polite to people who are blatantly rude to me.		1
Jeff Koons mmmm		1
So uh my paper is five pages long and it was only supposed to be three... That's a first.		1
so glad my ended on a good note before int'l break		1
Tucking in to a well deserved Mc Donald's with the boyf		1
This is a great way to start off the week		1
I ❤️ people who say "lol" once or more than once in every single text message!!!		1
This warrior hour is so productive		1
Oh arent u jst adorable...		1
Having just an awesome day.		1
a huge thanks to my "great" friends. you guys are ALWAYS there for me.		1
Got let out 20min early in a 1h class for which I was 10min late. My only class of the day. Glad the trip downtown was worth it!		1
I get to walk across campus in a monsoon		1
accounting is the most fun		1
First class canceled, this shitty rainy day is going good		1
That sound makes me think the elevator is soo safe.		1
I speak, words come out, sometimes the dogs respond. Could it be a pitch that children cannot hear?		1
Horse's reflective boots came today! Now I can be safe in the knowledge that the only drivers who can't read and see will hit us!		1
Time for my favorite math class!		1
fuck saaake, Adam Matthews is out for 3 months with a broken collar bone		1
Funnest Accounting LT ever!		1
Yeah I'm obviously fucking doing that.		1
Thanks Obama for taking away Amber Alerts.. I'm sure you don't care if our children are stolen or lost. YOU'RE AWESOME... 😒😒😒		1
Thanks for moving up the due date from October 31st to October 9th, really helpful		1
Why yes husson I love standing outside in the rain while the fire alarms go off for no reason..		1
Walking to class In a downpour is fucking sweet.		1
I am so loving this rainy gloomy depressing weather		1
Driving school is just what i wanted to do on fall break!!		1
Homework aftet work.		1
So disappointed that the sophomore decor fell😢		1
duck boots and shorts are as classy as it gets.		1
I just love being sick		1
There were seriously not enough sunrise pictures on Instagram this morning		1
My arm and my stomach hurt .. Wonderful day		1
My day keeps getting better and better.....		1
For the next 3 and a half hours I get to observe baseball boys practicing. Good thing I look hot in khakis		1
Global dbq... Definitely getting done		1
well today is a wash.....get it..."wash"....cause it's raining! I'm so funny!		1
Having a nosebleed in the middle of my bio lecture class = perfect start to my week 👌👌👌		1
Yay for sausage feet!		1
Yes yes. And then when we run out of customers...the store will CLOSE! Hahaha! It's such a masterful plan!		1
You were very helpful		1
Can't wait to get my homecoming pictures ♥		1
Getting sick at school is always fun		1
The Network, propably the best network in the world.		1
8th week of school &amp; I've learned nothing in this class..		1
if work this week doesn't kill me my ovaries certainly will instead.		1
Haha Justin Bieber visits a show during NYFW and looks like he's wearing a garbage bag. Very fashionable indeed		1
You know you've made it in the news biz when the deputy county executive sends you news releases directly!		1
I just love walking home in the rain		1
Yep my parents are retarded... Going on over cupboard doors now		1
Seeing all the beach pictures makes practice 10x more enjoyable. 👌		1
Hollister has a sale for $18 sweatpants...yeah sure great sale -___-		1
i love how everyone is stressing ab midterms but im already stressing about finals and term papers		1
This isn't even regular rain. Its just raining so hard its like its pissing on your soul. My day is going JUST wonderful		1
Walking through this rain was so fun		1
Well that was an eventful day of school!		1
Delayed flights ain't it.		1
Some guy just honked and hollered at me as I was walking out of my mom's work. What a classy way to hit on me.		1
Ah, me and my smooth skills.		1
Today has started off just wonderfully. And it's only gonna get better.		1
Habitat for humanity is much fun...		1
Yes everyone I have been abroad 😝😝😝		1
Shout out to all the girls who are putting pink streaks in your hair this month! You are really doing your part to fund research!		1
I'm so glad its raining so I can walk to class in the pouring rain		1
Isn't it a beautiful day? ☀️⛅️😎		1
My favorite feeling in the world is being ignored and alone.		1
Gotta love riding your bike in the rain!		1
Headache and no food in my stomach. Today is awesome!		1
Couldn't sign up for Vball b/c supposedly I'm not a NIU student. So I guess I'm just taking classes &amp; paying tuition for fun.		1
PPR time. This is fun.		1
Great quality!! I can hear the audience laughing!		1
Gee, no one knew that would happen.		1
Speeding tickets just tickle my fancy real nice..... 😒		1
Its a shame I didn't go to school today. I missed out on an amazing fire drill. Oh darn.		1
The road is really visible while driving today		1
I guess women really can't open sci-fi movies.		1
So.. Yeah sound yous are lovely absolutely lovely !		1
Beautiful weather we're having ☀️		1
SJSU or SFSU oh the options. Hahahahah		1
Thanks for putting me in a bad mood		1
Lovin these long walks from the bus stop in the rain		1
9 oclock kick off for a friendly-nice one		1
I love killing a reed in three days		1
I'm so excited for our team walk to Taco Bell and Burger King on Thursday		1
I'm miserable so that means this diet is working. Starving for a six pack.		1
Wearing a back brace is always fun.		1
It bothers me when people say were pregnant... Cause dudes can get prego.		1
I'm deeply offended about all of the offended people in the world.		1
My teacher is just so helpful		1
MEAPS tomorrow? thats cool.		1
Knee deep in work, and debating going out for a drink		1
Going shopping with my mother. This should be fun 😵🔫		1
Thought I'd be domesticated today. Took me 20 minutes to work out how to get the dust out of the Hoover		1
Well, I really want to go space after seeing Gravity!		1
today has just been fucking great. not.		1
Your an amazing friend!		1
Ohh yeah I match!		1
Did you know there are ppl that know something abt everything, have done everything, and done it better than anyone?		1
In like Matt Flynn		1
Was wel echt wul if met trainen		1
The amount of service i get in Knox is amazing		1
Love when all my radio stations are on a commercial break.		1
So University Challenge, Oxford got 115, Cambridge got 260 and I got 2!		1
Another boring training day that has me reading Wikipedia for fun. At least I'll be furloughed tomorrow and can be busy at home!		1
Love the fact that we don't really talk anymore		1
ross has fell asleep on me 🙉🔫		1
Wedding this wknd - shud b fun		1
Well this weather makes this day better		1
Oh yea its completely fine to pull over to the side of the road during this rain no worries its not like i wanna b home 😠		1
Just got out of the lake. Lovely day at work.		1
I just love it when my friends know something that I don't and they hold it over my head!...		1
I swear Freddie is already giving up on us...		1
Well that was embarrassing...		1
Night school tomorrow is gonna be off the hooooook		1
So I fly back home to PA on Friday...just to get my wisdom teeth pulled! Yaaaaay. I am so excited.		1
The moment when you go downtown to "avoid" traffic on 95 N and you get stopped for 15 minutes by a train.		1
I love it when the call center in the next row to me starts yelling at the callers		1
get to watch a tour in this 50 degree weather		1
I'm really making people happy this past week		1
So after I adopt this Alaskan Malamute imma get an Australian Shepherd and that'll be it.		1
Yeah I'm sure this cold rain is amazing for my cold!		1
So I slept for most of the day and woke up not feelong refreshed. Thanks sleep. Thought you were my pal.		1
Bad idea listening to Tyler the Creator in the gym, feel like I could smash a weight off someone's head		1
You gotta love assignments!		1
That was one hell of a tropical storm this weekend.		1
Oh great. Thinking up a strapline for a job for a mechanic. This is right in my sphere of experience.		1
I love waiting for my sister after school...		1
nice to know you care		1
First time riding the bus this year... It is well ummm a blast		1
Love that my friends are there for each other		1
Being replaced is just so great..		1
Well a few chilled out weekends went to plan! 😐		1
I love being ignored so much. 😃		1
I love sweating while I get ready. 😒		1
Nothing makes me buy a book faster than the cover being a picture of a belt.		1
Just lovely.. we turn around to come home and something flies off the truck infront of us and hits the car		1
When things in life are too good to be true, and dont go the way you need them...		1
Thanks for picking me up today mom. Now I don't get to see Dustin. Even if it is only for like 5 seconds.		1
Everyone's so chatty tonight 😏		1
Having the bants and lols in bed		1
My mom starts her new job full time on my birthday.. So I'll be all alone		1
Yay for delayed flights 😠😫		1
there isn't enough of me to go round ;)		1
Nothing like a drink you can chew		1
My mom is stalking my Instagram and liking all of my pics 😳..well she's being productive at work		1
Only me 3rd lecture of my master's degree tomorrow and yet we're already on week 3! This post grad stuff is easy		1
The Department of Motor Vehicles is a simple and reliable government office.		1
I love how all I do is lay in bed or work		1
I love how people confront people about problems via social networking sites.		1
Great approach at the plate there for jones		1
Limerick 7-28 Waterford 2-4. Limerick toppled a great spirited Waterford performance!		1
Baby sitting is just so much fun		1
Woohoo for getting admitted back into the place I just spend 5 weeks at. I just love hospitals.		1
Almost forgot.... Happy one month to me being sick!! :) ♥		1
Back to 6am training tomorrow		1
1534: Civil issue between neighbors. One of my fav kind of calls.		1
...and I forgot my headphones... Fabulous!		1
Yay I love being sick👍😂😂		1
my girlfriend replies so fast, its like faster than the speed of light I just can't keep up		1
Leaving my phone charger at Adams was a good move		1
Totally cool with that		1
I LOVE when I remember the right answer after the test...		1
Ugly bitches think they fine....aha		1
What a fun road trip to Fredericksburg today with Cason lol		1
I love how much my friends careeeeeee		1
Let me tell ya, the extra 3 min added to our lunch today was a great reward		1
gotta love greve do metro.		1
When i type 😃 or LOL or NO WAY! You have no idea how much expression is on my face		1
Having sams ex's cousin sending me pictures of his tiny willy on anapchat is what ive always forever wanted...		1
That's def the healthcare system I want here		1
Feeling like a bus ran me over, an hour before I have to drive home for an eye appointment. Yay.		1
Huh fancy seeing you here.		1
Cause talking to 2 guys at once always is a good idea		1
I just love it when pure water gives me the wrong tea.😂		1
Abby takes SUCH flattering pictures of me		1
Well tomorrow's going to be productive		1
I love when my family eats dinner in the kitchen and I eat alone in the dining room		1
I'd feel so successful in life if i had 10k tweets and also feel cool like the rest of you.		1
Im glad I still have to do my 21 year old brothers laundry		1
Wow I love being 5 pounds above my lw		1
I thought once you got your tonsils removed you couldn't get strep.		1
I have great luck lol		1
Complain a lil more about me mom I just love it so much 😒		1
atleast sams being supportive		1
I just love having a metal mouth		1
No go ahead and proceed to open my snapchat and not reply- really it's okay..		1
I love being alone for dinner		1
Love hour and a half waits at the doctor...		1
School Made the news for a stabbing... Nice job townshiz! 👏		1
Well that point me in a great mood		1
Yeah, I feel extremely popular.		1
Anti biotics for a week... Ace!!!!		1
Such a good feeling :):)		1
Allergies+sinus infection+holes in my neck from surgery+throwing up all the "food" i eat =happiness💖😍		1
My luck gets better and better by the minute		1
After a day like I had eating with my parents is the only thing I wanna do		1
Playing in the rain is always funn⚽️		1
I love when someone all of a sudden stops texting you.		1
Shout out to all the kids who knock others bikes down		1
It's almost time for art class! 🎨 Yippie!!		1
Well that's a good start...		1
School, nap, work, homework. Living the life		1
nothing like a school picture to really make you feel good about yourself		1
What a perfect start so far		1
Glad I paid $40 to get my nails done so they can chip off 5 days later...		1
Aaaaaah florida, you either have too much rain or too much heat.		1
Love waiting 2 hours at the specialist for another x ray. It's my favorite part of the day!		1
Babysitting is just the most exciting thing!		1
Options for my mid term essay: marijuana, or assisted suicide. Wonderful I know so much about both.		1
Spending the evening at flower hospital is exactly what I wanted to do..		1
My first physio appointment yay		1
Time for another x-ray!		1
being lied to is nice too ya know...		1
So I get on Facebook and see that like 4 friends are now in a relationship. Making me feel so much better.		1
line judging 7th graders volleyball games is really fun		1
I would be lucky enough to slice my foot on the broken tile in the pool at swim class, on the last lap 🏊		1
Middle of class and your pen runs out and it's like "noooo I can't finish my pretty drawing!!"		1
Looks like I'm gonna be everyone's best friend again since that's all I know how to do.		1
Nothing better than leaving your 3 hour class and having to walk across campus in the rain		1
A wonderful headache, a slow night at work, and essay to type. What a great day.		1
Back in toon		1
I am looking for concerts in Nashville..Shut the front door..Donny and Marie Osmond		1
Its so ironic that you always favor him.		1
I think my life could use more stress.....		1
Finding out I have to work both jobs on pub crawl weekend? Sweeeeetttttt.		1
Time to do chores. Woohoo		1
I'm begging you, hit every bump in the road. My bladder can handle it.		1
thank you to the jerk who put gum on my window. real cool. you're so mature and such a doll.		1
Hahaha you're so mature 😂😂😂		1
Gotta love driving to places just to have to drive back cause it's cancelled!		1
I'm trying so hard on this English homework		1
I just love when somebody else takes their bad day out on me!		1
This bitch posted a picture of the sky &amp; the sky looked normal as shit.. &amp; she made it seem in the caption it was so awesome. 😂😂		1
Could Sam Anderson sound any more stupid in his affidavit		1
your practice pad drumming sounds super cool......		1
fun fact: a flock of seagulls (like 20, legit) were chasing me, so i jumped into the ocean with my clothes on... highlight of the day		1
Sleep is going well		1
ugh. i think im sick.		1
I am proud of my PTI family. Real Mature!		1
For some one in a "lesbian/antipatriarchy" relationship, I tend to fulfill the domestic housewife role quite often.		1
This allergic reaction I'm having right now is pretty cool.		1
The iPhone 5C isn't selling? What a surprise		1
I love having drive time til 9.		1
I have 2 test to study for and a movie I have to watch for class tonight's going to be fun		1
Oh mondays...you're so awesome.		1
i have oil all through my hair, the perks of working with my dad.		1
My allergies just love all this soybean dust		1
such great friends I have		1
It feels so good to talk to someone who leaves you talking with yourself		1
Another night of rice for dinner. As if my life couldn't get any more depressing.		1
Why yes I love spending my Friday night studying....		1
When you go to qdoba and your parents pay and they get the free entre....		1
So sad I'm not still a CMU student so I could be at the Big Sean show tonight...		1
or everyone ignore me.. just awesome		1
I love when prostitutes on law &amp; order are named Lila.		1
It should be illegal to have this much fun!! Hahaha		1
I love when my Vines don't load..		1
Lol thNks for the help :)		1
Well The Deeping Stage contained a lorry load of talent tonight!!		1
The things I would do to be at Florida Georgia Line right now...good thing I have tickets to Jason Mraz!!!		1
It's 8:30 on a Friday and I'm in bed.		1
Can I go back to Ottawa yet?		1
If they could have friendlier waitstaff here that would be fantastic.		1
Dont blame me, blame ,, well it is cold ,and all these pink cars ,had my mind on boobies .sorry		1
lol tonight is going great.		1
I've really adjusted to having a broken phone...		1
It's really great how my house is -20 degrees right now.		1
Myranda thinks I'm drunk and high.		1
I've done so much for you and tried pretty damn hard, glad you could do the same.		1
Cool story craig sagar		1
That makes a lot of sense		1
Such a wild night...		1
No plans on a friday night... Well this is fun.		1
What a great Friday night.		1
Good thing I missed taking my best friend out for her birthday because I'm working!!! I'm just beyond thrilled		1
Glad I straightened my hair		1
I love spending my Friday nights in bed 👌		1
Blow drying my hair with a stiff neck is going to be fun		1
The nice scent of cow shit makes my room all that better		1
So excited for the my first meeting for work tomorrow.		1
Nice night for a drive to		1
Loooove spending Friday nights by myself 😒		1
Is that for me thank you, really:DD ILY		1
My phones broke… thats nice.		1
Comets coach jawing at a fan. Classy!		1
My family only allows me to drink a 6 pack of bud light minnies cause I'm such a lightweight		1
Oh, that makes it acceptable.		1
So excited to be sitting at home on a Friday night.		1
Welp this is fun...		1
Sitting at a bar by yourself is not as cool as it may sound...		1
Well that makes me feel great.		1
best night of my life		1
I got a lot of production today		1
way to go u got urself a hottie LOL		1
Its okay I don't really want to talk to you anyways...		1
I'm privileged enough to go on a required field trip at six in the morning to meditate in the woods oh happy day!		1
Nothing better than sitting at home on a Friday night!		1
Yep, the fire alarm just went off at Texas Roadhouse and the manager walks out to tell us it's just smoke. That's reassuring.		1
Iowa jokes get better and better every time I hear them.		1
I love being the 7th wheel		1
That was some Craic !!!		1
What an eventful Friday night....		1
My favorite thing ever is that my boyfriend and I have conflicting schedules so I get to see him for like hour at a time 1		1
OH HOW I LOVE BEING IGNORED		1
What a nice conversation that was ☺️		1
Love sitting home alone on a Friday night with eight stitches in my forehead.		1
dad just asked me if I was talking to strangers on twitter. YES DAD, I AM. BECAUSE I LOVE EXPOSING MYSELF TO PEOPLE I BARELY KNOW		1
Love cleaning tack at 10 pm!!!!!!		1
Today I saw the shittiest van with the license plate that said 'spoiled' hahaha yeah you are so spoiled		1
So nice that all evening plans were ruined.		1
Maybe tomorrow will be better ,		1
Fireworks are way better than the bonfire.		1
Lol thanks for texting me back.		1
So glad Paris Hilton finally came out with a new song		1
I love crying over you.		1
Sucha fun Friday night		1
Damn my brother is so nice to me....		1
ole buddy in bar tryin to persuade folks to be a "roll tide" fan.. U can tell he's a true Bammer..		1
My life is seriously sooo exciting!		1
Have a concussion sweeet		1
FUCKING AWESOME CONVERSATIONS EVER SINCE I GOT TO FUCKING CALGARY		1
I sure do love headaches!		1
Well that was fun. 😂		1
Okay so I'm going to the Ga Mtn Fair tomorrow &amp; I'm gonna see the old guy who sings "Cotton Eye Joe"...I'm such a lucky girl -___-		1
I remember when I hung out at skateparks		1
I just love when people don't reply !!		1
thanks cuz i needed to hear outta your mouth how pathetic my friday night is.		1
Studying because it's fun.		1
My mom just completely ruined my night...		1
I love how Kyle's avi is in my bedroom. He respects my space so much.		1
Not to be mean or anything... but I wish you'd get hit my a train..		1
That was a really close game...		1
Or don't text me. That's cool too..		1
Having a great friday night		1
I just Love rumors		1
Best thing ever invented... teenage girl drama.		1
What an awesome person you are		1
It's alright guys, Chicharones is going to score a hat trick		1
My life is just awesome right now!		1
Alright well I tried and that's all I can do, glad to see you could contribute.		1
Staying out till 4am then carrying on drinking when you get home is such a good idea.		1
