Tweet		Sarcasm
@k_kovach yup, best class in the world!		1
@Packer_Nation @JulieDiCaro great.		1
@__Spencey__ @Tattybogles @_icze4r " are like ISIS/MRA/SPECTRE/COBRA/NOD terrorist groups of evil and therefor are wrong"		1
“@H_Square11: @LizAnn_70 caved in and started rocking the sweats at school already. 😎” comfy is cute 😍😂		0
@sinycath I was suppose to get about something new?		0
@rrt00004 I forgot to point out my		1
@msnbc haha! @kickstarter has to be great if Spike Lee is part of it.		1
@AlyxPatey @withaidansmyth @_mollydonahue @lindsayboutin25 @emileerodrigue1 me either, I heard it was soo goooood		1
@BabesDigBalls sounds like agent wants to be gm...why not just have all of his "people" in management to make him happy		1
@MPSinthesky Merry Xmas to you all. Thanks for all your service and great Twitter feed this year. Have a quiet and safe one.		0
@CrainsChicago @ChrisDeLuca @chicagobulls @Suntimes I'm so shocked.		1
@nrc_3 I fell asleep......		0
@ZoeShawnda im good had a very productive day at work I killed 5 flies and wrote a bit of Fanfic &amp; then I almost completed my Santa shopping		0
@jessecbrooks exactly. Not unfair at all. Tom Brady and the Patriots never get the better end of things.		1
@noahkierney you are so popular..		1
@AlexandruC4 @odessum Because Lavrov is a grounded and unbiased negotiator and well respected by Ukrainians everywhere		1
@44Beverly I had you in mind when I tweeted this haha		0
@jgarza56 @MikeBumb urban ran squeaky clean program down at Florida as I am sure he is at OSU!!		1
@FoxNewsSunday @FoxNews how dare the Prosecution provide ALL evidence to the Grand Jury &amp; hide facts that put Brown in bad light		1
@HighImpactMda I feel you.		0
@kmlarsen72 @AdamDrakeOnAir No, not sad kids, hubby, beer and Twitter take up a lot of time.		0
@muz1881 to be fair I was more happy that you were happy!		1
@davezorn72 @cmorganfoxaz idk Dave, this guy sounds as legit at that Fred fellow....		1
@JODYHiGHROLLER cone hangout with me in Bloomington 😘		0
@AliceSalles cause he's aiding the enemy.		1
@LoraJGray HAHA! That's a great way to look at it. Though I still think I'd prefer to be on Tatooine.		0
@Madisings Hi Madi how are you? Happy holiday weekend.		0
@DanWilliams where has America gone???		0
@kbyrd2 cause your time is money?! Lol		0
@SportsCenter holy shit.... Thank you.		1
@_amorvincit yea they be so confused		0
@SamAmbreen I once got called 'Whitey' in the Caribbean - so I totally understand 300 years of oppression		1
@SamAmicoFSO Gilbert knows the formula just waited too long last year, time to can Griffin		1
@I_Am_DarkestSin I don't know. &lt;Takes your hand and gives it a small kiss&gt; You can do a lot of things. I wouldn't put it past you.		0
@140elect @TrendingBlue thankful Neville thought the same		1
@Coolcamden You're probably right, but it's interesting how Warriors haven't played top six EC teams.		0
@AGarner55 I really like NE though. A lot of my favorite players are there		0
@thatboygwyn oh did you not? My apologies for lumping you with that blue shirted rabble. I had a flat top which I used mousse to style.		0
@gatewaypundit I'm sure you're not sarcastic. Always be thankful for our Faithful Leader and his great wisdom!		1
@southsalem What goes around comes around		1
@ScribbledPip Oh well, that's clearing cutting edge news that the world needs to hear about !		1
@rachelhopegreen yeah, college trip😏		0
@mpbowers @lenoretaylor @GuardianAus bored photographing the , how?		1
@MotherJones Reason for shutdown-one word-Benghazi.		1
@RBPundit @bayareahausfrau But also because she is related--albeit through marriage--2 a former prez. Highest &amp; best qualification.		1
@shoshannaarose wow, you just killed such a sweet moment we had... AND WE BARELY HAVE THOSE FYI		0
.@BernardKeane Can I be the first to suggest JG isn't giving evidence but a rather convincing impersonator. What's she hiding		1
@911BUFF @zerohedge ESPN is going to suspend 20 players? I didn't know they had a team.		1
@FemsHaveBallz @AngryEbony Double middle fingers?😨 total thug		1
@MitchyD relax, the game is still in beta.		1
@urvipatel13 Roanoke is just so fun isn't it		1
@don_scalise @CoachSteadCMHS outstanding play on words there Stead!		1
@barbsbetweeting still don't know what to say. Good thing you sat on my lap for a while then?		1
@ShannonCalvert what's up beautiful lady? ❤		0
@MrPukeko eatin's cheatin'		0
@BBCClick 8mb! Hard to come by such large memory sticks ;)		1
@alexmaxjewell @AlphaRomeo223 @srkisrn Hahaha yup, I just collected my cheque today! Being in the abortion club is so profitable!		1
@ThomasWetton i was there last week it was proper mental		0
@CuznJCuhzz really?!?! Cool bro		1
@misscrzy gym 10-11 :D lool		0
@AssSoNicki you kno what I mean , why would you put that .		0
@TheAllenCompany But the pros all love Applebee's, man!		1
@Khadija0576 nor any Azeri non-GONGO civil society since they are all jailed.		1
@_patsantiago aww man you're so close pa naman. Hmm.. Latest at 5:15? I wanna catch the sunset!!!		0
@itsyonigasergio lmao yes that sick ass restaurant take me there again!.		1
@MikeyNeedleman it's a small world after all		0
@KamantaHarris at a set of red lights on the Vegas strip after a Tyson fight u can understand how it must b hard to find witnesses.		1
@BeyondBorderlin @poyraz7788 Takes my breath away!!!!		0
@Brelve Magnificent is how I been 😅 but back and forth to work, plus school		0
“@SucksToSucks: all girls want to be spoiled, not with money or expensive jewelry, but with attention, effort, &amp; constant reassurance.”🙍		0
@MLive @GRPBarton  yea, didn't see that coming at all.		1
@thinkisses @SkinnyMads our governor wants to make it illegal.		0
@Harry_Rider_ thanks, I only have one day to campaign		0
@SolarTwinWin @DawkinsDog Well right now my friend is all about her &amp; her needs &amp; wants and she won't stop talking about her day		1
“@hernandeznanc4: Cutest couple 2014  my favezzzzzz 👀💘		0
@cvpayne Why for imminent threat when there was none?		1
@mxd HARK THE HERALD THE STEREOTYPICAL WHITE GIRL SINGS		0
@candice_mariexx yes that is definitely us.		0
@bboates3 less meaning he should be in shorts? 😉		1
@jakewatsonx jake with the revision facts		0
@joshgillani2 nobody would want to touch your feet even if you paid them		0
@kylepeterson_1 @yinkrik @dcaruso3 cuz our winter break is gonna be sooo crazy		1
@danettebodybyvi How long have you been on Visalus?		0
@danielhall1997 thankyou so muchh Daniel, life career sorted(!)		1
@Kai_Brewer @_taylorkeane how about Agustus!?		1
@PrettyZephyr lmao! It would have been nice tho they did show of bhs basketball girlfriends		0
@sawahml i know man, we havent been out together in ages because of your cunting shifts :( hurry up and get a weekend off!		0
@Ayo_Dreadhead_ @Chief_DannyG we don't know how to tie our own shoes! We hire people to do it for us @kaylatillman_		0
@GaryParrishCBS @eyeoncbb the New BE is gonna be awesome.		1
@RedState say it aint SO		1
@iFortknox enhancing that to ensure customer retention esp in a very competitive environment.		0
@ateed_sala no prob :)		0
@BrooklynsHero I was already on the highway		0
@JohnHendricks3 participation medals rock.		1
@libodyssey change is unevenly distributed so far		0
@bfizzles sounds like it was a tough one if you just barely managed to squeeze theater arts into your schedule		1
@Edwerderespn Ron Rivera must have learned how to close out games from his head coach in San Diego! Norv Turner is awesome!		1
@ErinFletcher11 It's going well. Officially started my new WIP today and I'm really enjoying it. Yours?		0
@JackMEB I don't know man. My biggest mistake.		0
@majorscwa its Koko B Ware and Owen Hart. Your mind always assumes that men you fancy are gay		0
@jaredhunt22 @mlb Why? He's only THE BEST PLAYER WHO EVER LIVED!!!		1
@matanic7 @shitravsays ya it's no sick em on a chicken....		1
@JasonLaCanfora you're ruining the draft!! I must hear Goodell say the name.		1
@Wesleyoliver113 yes my brother your banned though ✌️💃 lemonade for you have you got any id?		0
@HeimerickManuvr yeah..perfect..		1
@Evolutionixi @adrianalanga allergies, Clay. Duh!		1
@carlahendrikz @KDavis_0310 LOL are uc mad to get so political this early in the morning? I haven't even smoked a cig yet -_-		0
@benji_dolly Its Blasty Blast Benji &lt;3		0
@TT_Denise @falne nice to meet u nobody		1
@CoulterXD Braille smiley good one really I'm dying		1
@Coach_Flinn Just so you know...spread quarterback skill sets don't transfer to the NFL either.		1
@MzSweetHeart24 srry for my spellin lol ,		0
@alyssacampharis still waitin on that dm..		0
@ian_leonard is this snow expected to stay		1
@Babe_Chilla @HuffPostParents apparently there are only 20 funny parents on the internet		1
@enoreikaWCHS Bet the face tattoo didn't stick out like a sore thumb to the cops at all...		1
@domallama123 oh how I wish we would just get together and laugh about stuff		0
@elsiewallace97 luv being stuck up 🐙		0
@paddlepawsnewfs haha that's ok. I didn't tweet once about how I am hoping the dees get rid of fumble fuck frawley		0
@Arpitkumar1 @LawyerWAttitude When you elect war criminal Modi as PM everyone will be sure to respect India then.		1
@Leeuhm_ I'm trying to be ghetto leeuhmmmmm		0
@gurleeengill never tried it. I always been a smarties person		0
@avigailm1 yes please! 😌		0
@Dirtbag1976 God forbid the pilot is a Muslim right? That is the most worrying thing in this situation.		1
@luuzgarciaax we have class together		0
@BillieeJean thirst level: high		0
@DKlem6 In my dorm now.		0
@hylopsar Oh but he COULD HAVE received another $25k, but waived it citing "challenging financial times" for the uni. SUCH NOBLE.		1
@ashlynmellors who needs smart, it's only college		1
@svzeus I got the rolly on my arm and I'm pouring Chandon and roll the best weed cause I got it going on		0
“@CoachOverstreet: NBA All-Star game off to a furious pace... Yeah they aren't very good.		1
@num1_fan Ah, yes, the "good, 'Christian' folks" ... 😮		1
@hmuimrayray thirst is real		0
@LydiaAswolf @ReartRene @TheJJGirl @CrickChris @wade_corrina @BakedAlaskaInOr @4HUMANITEEs Satisfied thank yous for the delicious shout out		0
@TheAndrewF how could they have known they would be demand? :-)		0
@lethal1903 @ScottMacRory grapefruit juice your only man for recovery		0
@Jadeybearr or you could cut my hair		0
@Meohsohappy @mrselbendadi46 Makes two of us, no idea why anyone would want to sit and watch topless buff guys *shrugs* ahahaha		1
@BenNashhhhh furthest thing from funny! I actually want to cry! X		0
@ShiDavidi thank god i took in my pool, if I hadn't would have put me in first place		1
@taylorbthornton I'm enjoying being home! Working, sweating, &amp; keeping it g rated!!		1
@ThePensInsider @jmarshfof the way bylsma talked up fleury makes me sooo confident		1
@NoCar_Kevin Iono how u can get worse then got red wedding tho! That was a total game changer		0
@ALYBAMA10 that sounds like a better deal lol Madison better hurry up 😉😂		0
@kwalsh6 I'm like a walking gps		1
@FELIXDAVIDIV @Kings_Cigars_ Who are you really Bill Clinton? Wait until someone trlls abouyt this		1
@sjneate @jm130tt If that was Guy Martin he'd be using a pair of scissors.		1
@gilbert72998 hmu when you have games so I can scope you out on the field 😂👏		0
@rsnyder97 yes, yes it was		1
@SharylAttkisson @MarcieDreyer Well I would but only one story would be needed		1
@briangarvan GOOD; saving yourself for on Tuesday. Make sure you've a weekend full of awkward &amp; infuriating interactions.		0
@Kyleenewhook01 I have no idea		0
“@Things4WhitePpl: Naming off the people they nominate for the ice bucket challenge with their fingers” LOL so random but tru @TylerUnOso		0
@haydendenman nope lost 4-2		0
@Souljaian them Hunnas got him in a doozy		0
@blackNgretna @trey_russell_23 ya you don't have any room to talk..we're friends and you guys are dating? 🙉😱		0
“@TheDavidDean: Clock management?” Wait. What's that?		1
@PWill_i_ams I'm sure JFK has a plan B		1
@lukemolb96 hahahaha i know, she only takes money, can't buy heroin with pizza can you		0
@NFLosophy The Seahawks should watch that video so they finally realize what a mistake they made choosing R. Wilson over M. Flynn		1
@SayingsForGirls @e_edwardshirst You know who it is!!		0
@SamMaggs o___O wait you mean... women have... CHOICES? Noooo wayyyyy		1
@NASA any sign of MH370?		1
@cummins_lisa There is "global warming", so no need for artificial means to stay warm!		1
@nfldraftscout @1_falconsfan I bet Matt thought Tom Brady was a bad pick for the Patriots too when they chose him in the 7th rd		1
@_xoxonaee_ I already know. Noooo		0
@nationalrailenq Thought the works were meant to be completed by now, but seemingly not...		0
@SmartBitches I'm sorry. It's so hard to lose a pet. Good thoughts for you and your family.		0
@Lzlzavala81Levi @NoahBrownn @tvc_probz @DLiv122 Golf is the most extreme sport ever!		1
@maria1278 @ClaireBrockTV3 @tv3NewsIreland why rubbish? They mean ANNUALLY		1
@krissssyy_ hey I'm at walmart 🌚		0
“@KristiRuff: @brianna_crabb good luck today boo! You got this” thank you!		0
@JennWalkup Thanks so much!		0
@shneusk thank you for posting that on ALL the social media things. I mean I almost missed knowing what you had for lunch today		1
@TweetMe_Bihh just gettin off where you at		0
@Mavrocks23 repeated in the west lol		0
@CHSommers More women need to retweet this. If a guy does it, he's misogynist (and probably a rapist too).		1
@Bionic_Nerd @HeatherSolos Why drive when you can swim?		0
@TheGoogleFactz @neverknownfacts that's very interesting to know Coz that was really very obvious. . :D		1
@danalacey so vastly superior!		0
@justinbieber ❤OMG!I LOVE THIS RELATIONSHIP!!!❤1		0
@nickscatena @deifert5 @ryguy_37 ya gotta give it another shot		0
@BlogtorWho there's a series 8? A new dr? Where have been the announcements, trailers, hype?		1
@wshultz13 nah he said you took advantage of it so he who gaveth can taketh away and he took down the autobots sticker		0
@gabrielroth dude. It's about ethics in games journalism.		0
@BeLikeColeman yeah same. It looks really good.		0
@rob_ihlanfeldt fuck you hahaha		0
@jazayerli REALLY!?! That is the best you have. That isn't even worth the hashtag of		1
@TrotOnline nah!! Don't have red button!! Lol :)		0
@nickyz99 Ehh i would have to disagree with yah there Nicky...		0
“@Wendys: Variety is the right price, right size of life.  @Ashls85 why does this remind me of you?		0
@amberw_96 aww thanks love &lt;3 anytime!		0
@scottjseward @kenedwards12 Cheers, I appreciate the reply mate. There's just so much potential for revenue with merchandise eg WSW Jersey		0
@RachelLauren_22 it looks like a mustang hahaha		0
@delilahmusic going to work :(		1
@BNHarrington They couldn't hydroplane across Lake Ontario and take a high speed train across New York State?		1
@MinnyPuckPanda What? You don't want to see some cobination of Wash/NYR/Chi/Det/Pitt/Phil.....AGAIN?		1
@OpGenerosity and thank you!		0
@YeaIMACutiee Was you cold ? ❄️		0
@Brittany1Miles I'm not sure. I turn 21 in a couple weeks so I'm slowly going into hibernation lol		0
@fardareismai2 Aren't they fun those root canals.		1
@PPCGlasgow the issue is your using wordpress...		1
@gamma_ray239 And no one is even concerned about their flatulence, this is what's causing "climate change" not cows..		1
@ABBigBluJetsfan Thats why he should be in St. John's, think about all the confidence he'd get down there		1
@that_skinny_guy I appreciate your enthusiasm for your job!		1
.@ACOSS @guytaur But our wealth outcomes for health insurers and private hospitals are so much lower and that's way more important.		1
@JemmaAnderson Hope to see you there! :) x		0
@andymugisha @AndyMineo yeah idk bout that smoke/clouds over by the prate ship.... Gotta mean somethin more!		1
@DaLaidBakCool_1 in mp... Wyd??		0
@bbcquestiontime @rorymeakin And why aren't they up chimneys or selling matchsticks to get themselves out of poverty....scroungers		1
@RAWFShowtime @EternalCMO Via Bill Cowher's boys haha You'll see. Embarrassing whats happening to this franchise.		0
@VampyJo @SheriffNorthman @WaylonLee_ @fangtastic_Pam *slyly pulls out my phone to get a pic just in case we see the tat*!		0
@Moeisha13 Ryan ruining relationships 😂😂		0
@CallMeScabior ~ wouldn't mind. "Yes. Lets go home before we embarrass ourselves any further."		0
@thisgirl_summer they used to be like three feet didn't they ?		0
@megynkelly he was just going to remove a stump from middle Main St or have a good firework show with all those explosives		1
@collegeitdept @MacRumors retailers on the other hand are so well known for challenging the status quo		1
@Xae_P she got a finance .. But if you're anything like me ,you don't care about that.		0
@thinkprogress Where are the Tea Party rallies against Obamacare? Freedom! Kenya! Benghazi!		1
@SeannaHopkins ino so was I :L		1
@ladya44 life's all about risk! Just do it		0
@DarrellIssa @StateDept Oh No! They briefed their bosses before they released the report?!?! Clearly is a scandal now!		1
@itsbenedictt he's phil for Christ sake. He's too innocent		0
@Veraz_94 smh flaw 😔		0
@RealSkipBayless both were penalties, was shocking about them? Is it more shocking that tebow is still unemployed?!		1
@AlexZiebart You hate WoW and should quit, so stop being such fanboys in Blizzard's back pocket bc they pay you to say nice things?		1
@TheHollyJones Considering they're playing Auburn...go gray. :)		1
.@Matthops82 .@ExJon such peaceful and non violent ppl liberals are.		1
@mwmowery glad to be back. No where else I'd rather be		1
@richeisen how can these slow ass Big Ten players make it in the NFL? I'm confused.		1
@SuspendedDante Yes, that.		0
@freesermons unless you happen to be a		1
@LazaroFilm @philipbloom @nycfilmmakers @smallhd @canon_camera best advice: get to know your camera always makes it easier to use		1
@efink Right. The war on drugs is also there to help you :-/		1
@MrMattyFrank But they acted so quickly. I mean it only happened like 7 MONTHS AGO! Got to give a wife beater his due process!		1
@mickiperonimass Oh great . . another war.		1
@Dan_Cayzer only so much one can do :)		0
@ISoManiacProf no I don't remember n y to die in dat waise Bhi scholars ko akad hoti hai so it's ok wit me		1
@NBCLA well, good luck with that!		1
@DeanHiggins20 just get a few stars, nobody gets them		1
@Potheop thanks for that really important information don't know how I would have lived without it :-D		1
@JermJerm321 and Taco Bell		0
@DRUDGE_REPORT if the Pope says it's true, it must be true...		1
@SydKettlewell the fact that you're a senior scares me		0
@LBeecroft through the gift shop		0
@ProfessorParks @nmccurley1 Sounds like David Ortiz		1
@PaulBryantC nah. I was up all night ill. I enjoy not sleeping		1
@ninja69erufc lol I didn't make any plans, wanted a quiet one haha		0
@Fulham_away @LeedsInScotland I think he's being serious. Laughed so much a bit of wee came out ....		1
@YouGoGlendCoco I appreciate that Glend that's nice		0
@MReid_135 DID I STUTTER?		0
@AnwarAlHussein Yeah, I'll walk a mile and half when it's 20 degrees and pouring snow. Let me get some shoes on. lol		1
@trfoley Not arguing that. Just pointing out irony of greatest win streak ending when not losing on scoreboard. Makes tons of sense		1
@AndyMandziara congrats 👏		1
@jmcc65 teammate of Hernandez and a Urban Meyer boy		1
@Tko222 @TheRealBBallard You already know my niggas, la familia		0
@LouMerloni obviously the "regular season championship" is way more important than the postseason.		1
@Brooke_Barnes15 oh good one I never thought of that		1
@NBCNightlyNews @jessalanfields Congrats to the brave lady &amp; it's about time someone got the Peace Prize who actually earned it		1
@ArmsControlWonk @jeremisuri Maybe we should just bomb one if the Nodongs instead, at least we know those work		1
@CBSparrow you're awfully optimistic about it this time		1
@ImranKhanPTI May be you can use your Jewish connections to stop this massacre!		1
@jcmorningstar @Tesco And Westboro Baptists put up signs saying God Hates Fags. Doesn't make it right or true :P		0
@DOMPRATTYO not when you refer to yourself as 'dommy p'		0
“@lilkittten: quote this with ur best thirst trap 💕” inspired by @gverzella tho 		0
@RyanBanning you're such a considerate brother!		1
@IanBohen you will be very happy that's not hot in the pyramid at all		1
@AmieliyahX read my dm, so sad fs ahaaha		0
.@GainesOnBrains Ello seems to have been a short-lived fad. What an immense surprise		1
@gIaciaire wow too far, I am legit 6'1 and you're too short too stand up to me		0
@beautIful_RaI me too!!! I stay ready to hang out wit mii gurl...pull out dem blankets n lets hit da road gurrrrrllll!!!!		0
@JoeSkeen1 right, I'm the one with the dirty mind.		1
@gapeachcheryl @Hsaive @martinhume No, not possible. Dumbest theory on the planet. The US would not participate in such a thing. Geeze.		0
@GoofTroop__ I know how you feel. Talk to me if you ever need to		0
@AveryWharton15 don't worry, you looked hawt. They're just jealous.		0
@Hbananer You're so creative @blankenship_sam		1
@DHWinterWolf Maybe this is one of those times to set aside your northern sensibilities and take a taxi? Don't want you going south on train		0
@KyleMcCurry You should really visit. Promoting a concert tonight.		0
@FatimaFatwa @RichardDawkins @MsIntervention @SaifRRahman @LouiseMensch @GuidoFawkes / from 		1
@_maadiiii you'll scream just warning you. but ok. hit me back when you see it.		0
@AmyLouise84D I should be offended by that		1
@nfldraftscout @Mwhite_pnw It's not like you have game film of two years of him at QB or anything		1
We see protest in the Districts, but in 70+ years evidently no one in the Capitol ever says "This is kinda' f***ed up."		0
@lloydalter @MiamiUrbanist YES because roads belong to cars and others are only tolerated near them		1
@rjOKCson_15 @markrsports must be because he gets to talk to PJ		1
@ThatSensFan thank god for them that @ErikKarlsson65 @MarcMethot3 pairing loll		1
@tarvn are you on this fan train too?		0
@jawnames I'll shoot ya a text soon. Need to get a round in before I head to school.		0
@sistertoldjah Don't forget Wendy's courageous stand against properly equipped abortuaries and qualified abortionists.		1
@RosienMolly would retweet it but you're on private! Love you too my lovely💕💕		0
@MeredithFrost I have a great recipe for Coleslaw.. you in?		1
@Empire_Cinemas Scary Movie obviously!		1
@josh_levin @Slate but is it really smoking crack if your drunk? I mean give the guy a break		1
RFTTT! “@_leenette: twitter get's me in trouble a lot. 🙊”		0
@htc 40% more battery, than? and 2weeks on standby? I always buy my phones to be exclusively on standby ..		1
@football_murphy you NEVER do		0
@RyanAm540 @Olurvia 😳😳 he still has one		0
@EveNewtonJobs @AmericanAir I hope your going to be ok. Thank God they didn't make you fly with them lower class people too.		1
@JosephtheLaxBro Yeah, I picked Albany in that. We'll see.... Its probably goin to be so high scoring.		0
@libby_st shit le house		0
@AubryBe2raw on what exactly? I can't find my handout.		0
@Alex_McStein @hannnahbarker1 me you and her fella? Sounds smashing that lad. Haha		1
@IndSuperLeague Uhh.. Pretty much sure about it! Answer 1- 6 times Answer 2- C Answer 3- Zero		0
@jttozer And you just know that when they get to work they're gonna go and do their teeth in the bathrooms. Just so they can share that too.		0
@elenahkingXx @baileydrew_ couldn't give a shit how it's spelt		0
@iilovepariis haha real subtle		1
@ClarendonScene I can only imagine		0
@Bennyboo60 Like how dumb can you be? Lol you don't even know this person.		0
@hij1nx @Raynos I use it for my apps and seems to be working great!		0
@SawyerManning my phone is bugging out and I'm trying to fix it!		0
@NishaSmalls noooo ! That's not true . Probably feel little sad, but no tears fall . 😂😂 only when I first seen it . Loser		0
@thelastressort I thought it was the other way round, you're always hilarious! Chin up -- Hell hath no fury and all that jazz ;)		0
@NiallOfficial I can't wait!!		0
“@hellatvrnt: @drunklyssa @whorelissa miss you too whore. 😢” come with jules if she actually flows through lol		0
@riblet84 @CoversAlanj you ever had Wendy's double with everything? That's what I'm talking about.		0
@jofedele @ScottStewartPC I may have to switch to the Liberals.....they pay more and might even return a call unlike my PC MPP 1/2		1
@THERossTheisen  that should work		0
@RuneShark awh yeahhh, gotta love minecraft c: subbed!		0
@SgtDresden I actually don't remember her on anything else. But I remember them both on Channel One!		0
@channelle5 they arrived! Glad you like them. If ever you're cold on your journey :)		0
@shraddharayarel I thought it was good didn't bust a load over it or throw a party after i watched it, does that make me a twat?		1
@NHLJets @mtscentre once again, I'd like to thank and the Jets for not televising the game outside of the region		1
@BrewerNation @WISportsBlog Weeks for Price straight up......		1
@PatrickMcEnroe Or how about another fluff piece, those are so much better than live tennis!!		1
@thatboydannyy Danny I'm beating yo ass Lol		0
@airgates2k there *must* be something wrong with it...such a great deal!		1
@AlistairF1 just a 'little' bit nice. think a car would have to be a bit more than that to get me going, haha		1
“@BitchimSsean: Whats cool about being from NY again?” They can tame wild rats		0
@pintsandpubs @BeavertownBeer Is that because his son is the main man behind the brewery?		0
@Propa_Gander An oldie but goodie		0
@TaylorandBesty hehe, my mam doesn't run hahaha		0
@UberFacts a few pennies apart from bonanza: just a little bit more than a world renown fashion designer		1
@ErinAndrews I'm watching the Food Network....hmmmmm..donuts!!		1
@DuaneBratt @ErinOor @TheEdmontonRush @mike_board @NLLRoughnecks I'm sure they can find someone else to wear the Derrick costume.		1
@Brandon747 wow haha thank u! So are you Hun!		0
@MikeMillerHT Seems like they need to work on Blocks and 2nd-chance points.		1
@PhilariousRex ESPN and ABC with way over the top coverage? Not possible!		1
@gregorykhillis She is such a heretic.		1
@_ChrisCurtis Chris, remember...they're not a "possession" team...		1
@yourmetsam LOVE when that happens.		1
@Caribou_Coffee I'm gonna go by a cup of it tomorrow!		1
@Goalieman_PHL Did you hit the lottery?		1
@dellinwood soon pleaseee 😔		0
@MichelleDBeadle prisoners still write letters instead of emails WOW they have it tough		1
@SethMacFarlane No he wouldnt do such a things. Hes a good Christian Man		1
@cornoptions1 @CMEGroup We still have a trading floor?????		1
@jvrCTV @KatieSimpson24 holy crap that man is insane and such a lovely role model		1
@CricketAus let's hope they don't riot, those plastic chairs could be dangerous!		1
@RobbieSavage8 great - thats just what needs - MORE banter		1
@AstrologySalon you're very welcome. U just gave me an idea, I should make February a month long celebration for myself. ;) LOL		0
@MalissaMoty it's either a quote or some tribal stuff. Probably a quote on my right pec. Don't know what quote tho 😕		0
@deezy1987dy thank you ^_^		0
@PainterRandy Randy, I'd build a debris hut shelter as I've been taught, but I know the cold &amp; wet sleep. What's that donation link?		0
“@rilessss9: I could rlly go for a s'mores blizzard right now..” Hey @n_elliott7 you guys are on the same page tonight		0
@iamrigo22 No, really? I wasn't thinking that at all.		1
@lastofadying1 @ailymay &amp; cheaper &amp; arguably more effective than Riluzole (!) I'm lookin' @ you Big Pharma...		1
@DBuzzetta geeeeeee....i can't wait		1
@TedMendenhall unbelievable.		1
@GolfDigestMag awesome story GOLF digest.		1
@johnbowler96 went downhill after Betty passed on. Rovers hasn't been same since the end of her hotpot		0
@DanBrett90 I know WHERE the goal is. Like DW, I don't find it very often ...		0
@BravesChophouse except supposedly we aren't competing those two years so spending more money makes perfect sense		1
@2nd_To_None Buy stamps &amp; get a premium?		1
@UnionJworld oh :( hope you better soon xxx		0
@Drewpreme @CurtisScoon Seems that people could learn from that pattern. Maybe Mona Scott will do a reality show about it.		1
.@MrsDigger @CAIRNational He would have been okay if he would have burned the American flag instead.		1
@Lil_MrPG @TedAndrew1 “A Hall of a Win”		0
@J_SugaShane haha I was laughing too hard to answer man		0
“@sammywilk: . @MahoganyLOX you'd be even more of a bad bitch 😜” yeah right.		1
@carlaustin24 @stubsy9 I heard the team you played where shit! Must have been for you to notch! ;) I'm sure I'd love ur boots!		1
@NoMercy_Shown 😂 want no shade		0
@Montel_Williams @Warrior417 Has even MENTIONED This is our		1
@JoeMigsss @Chris_Hoogey Yeah they are, wise words of lloyd banks telling it how it is		0
@fritzvonrunte @Seenmyfate Here's someone who's also interested cc @SwitchJam 		0
@swanksportz @BullsZoneWill @BullsFansRule but don't you remember that one time he had a sweet put back dunk? Can't trade that		1
@AIIAmericanGirI DC incest is best!!!!		1
@SupaFletchsGuns @Colonna_Hunter @indiespiritbath Currently in Hungerford on a ServiceCloud training course. No envy.		1
@bobbyfinger someone worked for a week for free to pitch that and is now getting paid a relatively obscene amount of money to execute this		0
@rcfglevum can't wait!		1
@leah_ashliee oh yeah lol. Its awesome		1
@RussellSauve So far Monday Night &amp; Creature Comforts have won medals.		0
@its_eimear_f Thankyou!!! x		0
@TRauch21 what, you don't believe his agent? it's not the jets fault that he stinks?		1
@_dnicolee omg just saw that! 😂😍 Hayyy, Daenerys! 👋😍		0
@LipStick_Doll1 you right.		0
@lizramosss those are to sweet for me sometimes lol		0
@AayCeeBeee I saw what he said and I thought it was a good move.		1
@peruchini @HoustonChron With so much work...just left undone.		1
“@BORNN_SINNA: @AndreinaLovex na f u” right back at yaaaaaaa		0
@Msdmurph Hmm I'm guessing the parents thought it was time for some answers. Shame on them for hurting the Dems Image right?		1
@laurenxcvi reply to my text x		0
@HealthcareWen Such a good question. Isn't it time for the patient to reap the benefits?		0
@TheRahulMahajan Earning his monthly stipend will not be possible otherwise.		1
@Travis_King18 Be careful! :s		0
@SierraClubACC Obviously the renewable energy program in Ontario has done a lot to promote a healthy economy.		1
@Ktfoiwc @IWCJessika What a real role model you are!		1
@EricLacy That makes me want to watch!		1
@thecampaignbook if you could retire from acting, that'd be cool too.		1
@MymyStone no havent heard of it?		0
@TheObamaDiary @easynan2 yeah- look how the military hates him		1
@WFNYCraig I'm sorry but i'm guessing the government knows way more than you. you're just a guy. they are a local government.		1
@pzenisek Sorry, I try to keep my Linkedin professional.		0
@beccajoy84 Should be called "Great! Joy of Cooking vol 2" Best gift for the 21st century girlfriend that free can buy!		1
@DavidADorsey ringing endorsement of mentoring delivered by Firecats’ leadership		1
@tristancarolan hahaha there's no way that's a coincidence! Lol		0
@pnuts_mama I finally decided on one. For certain. I've always had just the 1, and this one compliments it.		0
@luvmuhpup55 that's me (:		0
@NewKiddComin ya in my experience thats what hallsville has experienced refs		1
@ONLYfckW_BOSSES you know they		0
@AmericnElephant It seems like you are correct. I would say 100% nutty.		0
@KatiePavlich Good to see they got the prayer speakers all installed.		1
@forevermenaa Thank you Mena! &lt;3		0
@slcmorro true but they beat the Blues with the same side and we were amazing		1
@SkyyHigh3 wait on it! 19th we'll see		0
@LarryVonKurtze Never ... oh I forgot the		1
@sternshow @jonhein WHAT??? More AGT stuff??? So excited.		1
